"HDR","FEC","8.1","Vocus PAC Management","8.00.5825","FEC-979884","1",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","30G","G2014","20141104","","20141016","20141124","X","Adkins","Mary Rose","","","","20150129","7162807.68","495314.48","7658122.16","5319665.06","2338457.10","0.00","0.00","110506.41","384608.49","495114.90","0.00","0.00","495114.90","0.00","0.00","0.00","199.50","0.00","0.08","0.00","0.00","0.00","495314.48","495314.48","0.00","0.00","6938.10","6938.10","0.00","8000.00","2613772.11","0.00","0.00","0.00","1000.00","0.00","0.00","1000.00","2689954.85","0.00","0.00","0.00","0.00","5319665.06","5319665.06","495114.90","1000.00","494114.90","6938.10","199.50","6738.60","11623822.00","2014","9970316.60","21594138.60","19255681.50","2338457.10","1321820.95","8639086.10","9960907.05","0.00","5000.00","9965907.05","0.00","0.00","0.00","819.50","1000.00","2590.05","0.00","0.00","0.00","9970316.60","9970316.60","0.00","0.00","184146.86","184146.86","0.00","633950.00","14335571.58","0.00","0.00","0.00","2500.00","0.00","0.00","2500.00","4099513.06","0.00","0.00","0.00","0.00","19255681.50","19255681.50","9965907.05","2500.00","9963407.05","184146.86","819.50","183327.36"
"SA11ai","C00053553","63111624","","","IND","","DUGAN","NORMAN","","MR","","205 HEBRON RD","","BOLTON","CT","060437833","","","20141027","200.00","600.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111629","","","IND","","MASSEY","ERNEST L","","MR","","PO BOX 467","","SUTTER","CA","959820467","","","20141028","50.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111634","","","IND","","DEUPREE","ROY","","MR","","2605 SE 19TH AVE","","AMARILLO","TX","791034107","","","20141028","100.00","500.00","","CITY OF AMARILLO","MECHANIC","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111635","","","IND","","PAGE","JAMES H","H","MAJ","","6042 SLEEPY HOLLOW RD","","ROME","NY","134400913","","","20141028","25.00","260.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111643","","","IND","","BASS","JERRY L","","MR","","5941 HIGHWAY 1043","","GREENSBURG","LA","704414706","","","20141028","30.00","287.00","","KANORADO CORP.","OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111649","","","IND","","CASSADY","JASEN","","","","8247 BELLA FAMIGLIA AVE","","LAS VEGAS","NV","891788249","","","20141028","100.00","900.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111652","","","IND","","FORSYTHE","BURT","","","","101 ANGELINA CV","","GEORGETOWN","TX","786335312","","","20141028","47.25","241.25","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111657","","","IND","","MINNICK","JOHN","","MR","","PO BOX 68537","","PORTLAND","OR","972680537","","","20141028","64.75","666.75","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111662","","","IND","","FEE","PATRICK","","MR","","2045 CHURCH ST","","WAUWATOSA","WI","532131736","","","20141028","500.00","750.00","","FOLEY & LARDNER  LLP","LAWYER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111673","","","IND","","GAROUTTE","BRIAN","","MR","","PO BOX 150214","","SAN RAFAEL","CA","949150214","","","20141028","675.00","675.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111680","","","IND","","WILSON","LAWRENCE A","","MR","","HC 7 BOX 27","","DONIPHAN","MO","639358901","","","20141028","56.00","237.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111682","","","IND","","LEONCINI","DAVID A","","MR","","1102 HARMONY LN","","CLERMONT","FL","347119019","","","20141028","50.00","444.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111691","","","IND","","SMITH","CRAIG M","","MR","","103 SUNSET BLVD","","ALPENA","MI","497071239","","","20141028","100.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111717","","","IND","","VEACH","JAMES H","","MR","","PO BOX 385","","RANDSBURG","CA","935540385","","","20141028","26.25","259.25","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111719","","","IND","","MAZUR","URSULA","","DR","PHD","18351 STATE ROUTE 194","","PULLMAN","WA","991638657","","","20141028","64.75","589.75","","WASHINGTON STATE UNIVERSITY","PROFESSOR OF CHEMISTRY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111746","","","IND","","ELLSWORTH","EUGENE C","","MR","","716 COLEMAN AVE","","JOHNSTOWN","PA","159022918","","","20141029","10.00","216.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111767","","","IND","","JOY BOLLOCK","BEATRICE","","MRS","","25333 405TH AVE","","MITCHELL","SD","573015413","","","20141029","50.00","253.50","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111804","","","IND","","RICHTER","KURT M","","MR","","339 COUNTY ROAD 98","","WOODLAND","CA","956958925","","","20141029","250.00","250.00","","SELF-EMPLOYED","CUSTOM SANDBLASTING","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111829","","","IND","","TARASZKA","EUGENE","","MR","","35 SEQUOIA PL","","WAYNE","NJ","074705149","","","20141029","100.00","700.00","","WALLINGTON DRUGS INC","PHARMACIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111854","","","IND","","REIFSNIDER","RANDAL","","MR","","6305 DEEP CREEK DR","","PROSPECT","KY","400599318","","","20141030","26.25","461.50","","CONSPECTUS, INC","ARCHITECT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111856","","","IND","","JOHNSON","BEVERLY","","MS","","8610 NE HURLINGEN RD","","SAINT JOSEPH","MO","645078770","","","20141030","50.00","450.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111902","","","IND","","DAILLY","ROBERT D","","MR","","PO BOX 23901","","FEDERAL WAY","WA","980930901","","","20141030","50.00","246.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111988","","","IND","","BAUMAN","WILLIAM D","","MR","","1086 ADAMS RD","","WINCHESTER","VA","226031909","","","20141030","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63111990","","","IND","","THOMPSON","DAVID W","","MR","","5099 MARIETTA RD","","CHILLICOTHE","OH","456019462","","","20141030","35.00","239.25","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112038","","","IND","","JONES","JOSEPH T","","MR","","3775 W RIDGE DR","","BLACKSBURG","VA","240608565","","","20141030","100.00","282.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112052","","","IND","","SMITH","KEN","","MR","","2801 W BROADWAY APT M6","","COLUMBIA","MO","652037646","","","20141030","25.00","224.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112056","","","IND","","PETERSEN","GREGG M","","MR","","33626 HIGHWAY RA","","GRAVOIS MILLS","MO","650376014","","","20141030","50.00","259.00","","SELF-EMPLOYED","CARPENTER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112076","","","IND","","STRAMKA","ROBERT","","MR","","23989 MONROE ROAD 483","","STOUTSVILLE","MO","652832088","","","20141030","20.00","217.25","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112097","","","IND","","KANGAS","RICHARD A","","MR","","1625 N BIGELOW ST","","PEORIA","IL","616044111","","","20141030","30.00","220.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112101","","","IND","","Founie","JERRY","","MR","","8235 HIGHWAY B","","CEDAR HILL","MO","630163935","","","20141030","30.00","353.25","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112102","","","IND","","DANIEL","ARTHUR L","L","MR","","PO BOX 121","","EDWARDS","MO","653260121","","","20141030","100.00","257.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112103","","","IND","","FORKNER","DAN","","MR","","1314 S ARMSTRONG ST","","KOKOMO","IN","469026307","","","20141030","100.00","374.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112113","","","IND","","WAYNE","BERNARD S","","MR","","5950 POHOPOCO DR","","LEHIGHTON","PA","182356343","","","20141030","1000.00","1000.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112114","","","IND","","NICOLAY","PHILIP","","MR","","549 RUE SAINT JACQUES","","FLORISSANT","MO","630315021","","","20141030","10.00","272.25","","GENERAL MOTORS","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112135","","","IND","","FIX","DON","","MR","","610 E 9TH ST","","METROPOLIS","IL","629601958","","","20141030","60.00","210.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112145","","","IND","","MIDDLEBROOKS","JESSE H","","MR","","3904 RADIUM SPRINGS RD","","ALBANY","GA","317059026","","","20141030","30.00","215.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112146","","","IND","","COOVERT","ISABELLE","","MRS","","2 DEACON DR","","SAINT LOUIS","MO","631314802","","","20141030","300.00","550.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112164","","","IND","","PECKHAM","CLARK","","MR","","448 GLEN ROCK RD","","WEST KINGSTON","RI","028921713","","","20141030","20.00","237.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112166","","","IND","","MAGAN","GEORGE A","","MR","","45 STEPHEN ST","","NEW BEDFORD","MA","027401223","","","20141030","100.00","243.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112189","","","IND","","Good","EARL A","","MR","","527 PRINCETON AVENUE EXT","","WILLIAMSPORT","PA","177019608","","","20141030","100.00","319.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112204","","","IND","","DANIEL","J","","","","PO BOX 142","","GERMANTOWN","KY","410440142","","","20141030","20.00","225.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112225","","","IND","","AJSTER","A","","","","1018 25TH ST","","PERU","IL","613541406","","","20141030","200.00","900.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112228","","","IND","","PIEH","JAMES J","","MR","","133 WASHINGTON ST","","NORTH EASTON","MA","023561118","","","20141030","50.00","215.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112241","","","IND","","MORRIS","ANDREW","","MR","III","4 BERNADETTE WAY","","WASHINGTONVILLE","NY","109921754","","","20141030","100.00","270.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112243","","","IND","","WOMACK","KESTER C","","MR","","PO BOX 241","","REPUBLIC","MO","657380241","","","20141030","30.00","208.25","","E I DUPONT","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112319","","","IND","","HAMILTON","JAMES M","M","MR","","2820 W MILL RD","","EVANSVILLE","IN","477201130","","","20141030","30.00","256.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112323","","","IND","","CARDEN","CHARLES G","","MR","","7320 BELINDA RD","","POWELL","TN","378494301","","","20141030","30.00","234.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112329","","","IND","","BARTON","CLYDE P","","MR","","12001 FISHER RD","","EVANSVILLE","IN","477259258","","","20141030","50.00","311.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112340","","","IND","","KNUCKLES","CARTER S","","MR","","9710 HIGHWAY J","","BOURBON","MO","654419612","","","20141030","100.00","225.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112349","","","IND","","KRAMER","RALPH R","","MR","","24363 SMITH AVE","","WESTLAKE","OH","441454818","","","20141030","50.00","226.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112386","","","IND","","Robbins","WAYNE A","","","","6213 SARAH DR","","PENSACOLA","FL","325037547","","","20141030","20.00","325.00","","Retired","Retired-Railroad Conductor/Engineer","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112391","","","IND","","BENTON","STEVEN L","","MR","","94 WATKINS FORD RD","","IBERIA","MO","654869249","","","20141030","100.00","1150.00","","AMEREN","RETIRED / FARMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112416","","","IND","","ZURCHER","JERRY W","","","","PO BOX 532","","KEYSTONE HEIGHTS","FL","326560532","","","20141030","50.00","386.25","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112438","","","IND","","HARRIMAN","GUY","","MR","","131 GROVE ST","","LITTLETON","NH","035614206","","","20141030","100.00","247.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112440","","","IND","","FRAKER","WILLIAM","","MR","","8273 CHULA CREEK RD","","CHATTANOOGA","TN","374213284","","","20141030","400.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112505","","","IND","","EBERHARDT","WILLIAM R","R","MR","JR","1126 S POOR FARM RD","","HARRISVILLE","MI","487409551","","","20141030","250.00","543.00","","US POSTAL SERVICE","RURAL POSTAL CARRIER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112508","","","IND","","GAUVIN","JAMES D","","MR","","1926 SPYGLASS DR","","ASBURY","IA","520029363","","","20141030","20.00","266.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112518","","","IND","","Adams","CHARLES","","MR","","18760 PINE RD","","WILLOW SPGS","MO","657937920","","","20141030","30.00","383.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112549","","","IND","","HEPPLER","GEORGE","","MR","","1824 VAN CT SW","","ALBUQUERQUE","NM","871056160","","","20141030","20.00","230.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112603","","","IND","","SMITH","SUNNY","","MR","","1154 HARVEST GLEN DR NW","","CLEVELAND","TN","373126361","","","20141030","100.00","203.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112611","","","IND","","WOLFE","JOHN R","","MR","","423 ALLEN AVE","","MONACA","PA","150611603","","","20141030","50.00","232.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112620","","","IND","","COOPER","SHARYN L","","MR","","7044 WILDWAY RD","","GLADSTONE","VA","245533730","","","20141030","20.00","216.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112624","","","IND","","HUNEKE","TIM","","MR","","304 CHESTER AVE","","BELLECHESTER","MN","550278900","","","20141030","20.00","323.00","","BOR-SON CONST","BRICK TENDER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112625","","","IND","","STAHL","REX","","MR","","616 NORTH ST","","GREENE","NY","137782116","","","20141030","20.00","311.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112664","","","IND","","MITCHELL","JAMES E","","MR","","905 N NORMAN AVE","","MOORE","OK","731601932","","","20141030","50.00","256.00","","TASC-PART TIME","ENGINEERING TECH.","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112691","","","IND","","ALBANESE","STEPHEN E","","MR","","76 BULL HILL RD","","COLCHESTER","CT","064152628","","","20141030","100.00","514.00","","G.Q. ASSC.","PROPERTY MANAGER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112695","","","IND","","BENNETT","WM C","","MR","JR","2173 INDIAN FIELDS RD","","FEURA BUSH","NY","120671922","","","20141030","15.00","227.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112702","","","IND","","LOGAN","JOSEPH M","","MR","","207 COLORADO TRL","","BROWNS MILLS","NJ","080155603","","","20141030","50.00","431.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112703","","","IND","","LANGLEY","J W","W","MR","","1313 S OAK CLIFF BLVD","","DALLAS","TX","752087623","","","20141030","50.00","347.00","","COMPUTER DATA FORMS, INC.","COLLATOR OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112704","","","IND","","WATSON","HOWARD W","","MR","","1778 MOHAWK DR","","AKRON","OH","443064242","","","20141030","20.00","273.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112734","","","IND","","WILSON","DAVID G","","DR","III","22212 LITTLE FALLS AVE","","PORT CHARLOTTE","FL","339526956","","","20141030","20.00","229.25","","SELF","DENTIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112808","","","IND","","MEYERS","OLIVER E","","MR","","272 RED HAVEN RD","","PALMYRA","PA","170788629","","","20141030","20.00","330.25","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112815","","","IND","","KLEY","ROBERT W","","MR","","15 POND RD","","DERRY","NH","030384026","","","20141030","10.00","228.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112823","","","IND","","RHODES","SELDEN D","","MR","","3004 LUXFORD CT","","CHESAPEAKE","VA","233215760","","","20141030","100.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112825","","","IND","","Strader","ROBERT","","MR","","2530 MILLRACE DR","","SAINT PETERS","MO","633767124","","","20141030","30.00","330.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112849","","","IND","","CURLEY","J H","","","","PO BOX 459","","CEDARVILLE","NJ","083110459","","","20141030","100.00","225.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112862","","","IND","","LOVENBERG","RONALD G","","","","51 WESTERN DR","","HOWELL","NJ","077312727","","","20141030","20.00","273.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","63112864","","","IND","","WELLS","BILL","","MR","","840 W WASHINGTON ST","","SHELBYVILLE","IN","461761038","","","20141030","20.00","226.00","","","","","","","","","","","","","","","","","","","","","","",""
