"HDR","FEC","8.1","Vocus PAC Management","8.00.5825","FEC-963291","1",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","M10","","","","20140901","20140930","X","Adkins","Mary Rose","","","","20141204","18469014.51","657483.83","19126498.34","10099868.70","9026629.64","4195617.88","0.00","169325.97","486788.43","656114.40","0.00","0.00","656114.40","0.00","0.00","0.00","0.00","1000.00","369.43","0.00","0.00","0.00","657483.83","657483.83","0.00","0.00","20699.32","20699.32","0.00","207250.00","9070183.38","0.00","0.00","0.00","1000.00","0.00","0.00","1000.00","800736.00","0.00","0.00","0.00","0.00","10099868.70","10099868.70","656114.40","1000.00","655114.40","20699.32","0.00","20699.32","11623822.00","2014","9133715.06","20757537.06","11730907.42","9026629.64","1121646.42","8003123.65","9124770.07","0.00","5000.00","9129770.07","0.00","0.00","0.00","620.00","1000.00","2324.99","0.00","0.00","0.00","9133715.06","9133715.06","0.00","0.00","173903.36","173903.36","0.00","601650.00","9981799.65","0.00","0.00","0.00","1500.00","0.00","0.00","1500.00","972054.41","0.00","0.00","0.00","0.00","11730907.42","11730907.42","9129770.07","1500.00","9128270.07","173903.36","620.00","173283.36"
"SA16","C00053553","62390921","","","CCM","Schock For Congress","","","","","","PO Box 10555","","Peoria","IL","61612","P2014","","20140930","1000.00","1000.00","","","","C00437756","Schock For Congress","H8IL18043","Schock","Aaron","","","","H","IL","18","","","","","","","","",""
"SA11ai","C00053553","62392580","","","IND","","STONE","JACK W","","MR","","5134 MONTPELIER CT","","COLUMBUS","IN","472033379","","","20140904","30.00","327.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392584","","","IND","","ESPINOZA","ANTHONY J","","MR","","PO BOX 1415","","LA MIRADA","CA","906371415","","","20140904","200.00","600.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392587","","","IND","","GILBERT","MICHAEL","","MR","","7752 GAMID DR","","SPRINGFIELD","VA","221532215","","","20140904","25.00","237.00","","SELF EMPLOYED","CERTIFIED FINANCIAL PLANNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392594","","","IND","","WEIR","ROBERT J","","MR","","PO BOX 674","","NUNDA","NY","145170674","","","20140904","30.00","305.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392607","","","IND","","BOSWELL","KEN","","MR","","5804 WOODVIEW AVE","","AUSTIN","TX","787561030","","","20140905","200.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392625","","","IND","","SCHWEND","L N","","MR","","8860 FAWCETT CREEK RD","","TILLAMOOK","OR","971418558","","","20140908","19.00","272.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392626","","","IND","","LEBACKEN","ROBERT","","MR","","834 4TH AVE NE","","REYNOLDS","ND","582759427","","","20140908","100.00","225.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392638","","","IND","","WALLACE","WILLIAM T","","MR","JR","PO BOX 134","","QUARTZSITE","AZ","853460134","","","20140908","100.00","1105.00","","","DISABLED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392652","","","IND","","PAINTING","T C","","","","21047 TRAILS END LN","","LORANGER","LA","704461715","","","20140909","35.00","266.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392659","","","IND","","MCCULLOCH","MICHAEL F","","MR","","6207 AMBERWOOD DR","","SAN ANTONIO","TX","782421221","","","20140909","54.00","252.00","","FROST NATIONAL BANK","COMPUTER SYSTEMS ADMIN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392677","","","IND","","GRAHAM","WALTER B","","MR","III","PO BOX 1555","","DEPOE BAY","OR","973411555","","","20140909","40.00","345.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392685","","","IND","","MATTHEWS","DORTON Q","","","","1502 CROSS ST","","COPPERAS COVE","TX","765223812","","","20140910","25.00","375.00","","US ARMY","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392689","","","IND","","MORRIS","MERION","","","","1386 N 4290 RD","","HUGO","OK","747435740","","","20140911","50.00","355.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392701","","","IND","","KENNEDY","J","","MR","","302 E. KIMBAL ST","","CALLAWAY","NE","688252612","","","20140911","100.00","400.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392705","","","IND","","STOKES","WILLIAM C","","MR","","1302 BURNING TREE RD","","KINGWOOD","TX","773393928","","","20140915","50.00","350.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392709","","","IND","","WILD","JEROME","","MR","","3949 HARTMAN RD","","CUERO","TX","779546363","","","20140915","100.00","214.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392710","","","IND","","HADEWAY","DENNIS","","MR","","2339 N KIRK RD","","FAIRGROVE","MI","487339763","","","20140915","100.00","248.00","","SELF EMPLOYED","FARMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392712","","","IND","","BERRETH","DARRELL","","MR","","PO BOX 145","","WARDEN","WA","988570145","","","20140915","50.00","226.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392714","","","IND","","TRICHEL","BILL","","MR","","5194 FM 2158","","MIDWAY","TX","758524259","","","20140915","100.00","432.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392715","","","IND","","FERNANDES","DOUGLAS","","MR","","PO BOX 787","","PECOS","TX","797720787","","","20140915","50.00","250.00","","","CATTLE RANCHER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392742","","","IND","","WEEKS","SHELTON E","","MR","","102 FARM DR","","ELIZABETH CTY","NC","279099697","","","20140915","30.00","224.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392746","","","IND","","LONGMOOR","RON","","MR","","713 S POMEROY","","MESA","AZ","852102537","","","20140916","50.00","450.00","","MOTOROLA COMPUTER GROUP","EMC TEST ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392747","","","IND","","MCCULLOUGH","R M","M","MR","","19747 SW 67TH AVE","","TUALATIN","OR","970629266","","","20140916","33.00","264.00","","","retired,  property manager","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392750","","","IND","","LICHTEN","RICHARD","","MR","","27111 REXFORD PL","","VALENCIA","CA","913542107","","","20140916","23.00","267.30","","SELF EMPLOYED","RETIRED - CONSULTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392753","","","IND","","RICHAU","ARLY","","","","12401 N 68TH PL","","SCOTTSDALE","AZ","852545303","","","20140916","100.00","700.00","","SELF EMPLOYED","ATTORNEY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392771","","","IND","","SECRIST","DONALD W","","MR","","47 LATIMER RIDGE RD","","HONEA PATH","SC","296548844","","","20140916","30.00","221.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392780","","","IND","","GIRITSKY","ALEXANDER","","MR","","PO BOX 1634","","RANCHO SANTA FE","CA","920671634","","","20140916","100.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392783","","","IND","","HUGHES","RICHARD J","","MR","","2201 CRESTWOOD DR","","SIERRA VISTA","AZ","856355033","","","20140916","50.00","325.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392796","","","IND","","BRUMLEY","LEE R","","MR","","PO BOX 93","","SHEPHERD","MT","590790093","","","20140916","30.00","247.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392814","","","IND","","COOK","KENNETH W","","","","4885 EVERGLADES RD","","COLLINSTON","LA","712299062","","","20140916","30.00","490.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392817","","","IND","","HILLYER","DAVID A","","MR","","170 TRAILING OAKS DR","","LEWISVILLE","TX","750778472","","","20140916","200.00","400.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392830","","","IND","","SCHMIDT","DENNIS A","","MR","","9441 FIREBUSH DR","","SAINT LOUIS","MO","631262837","","","20140916","200.00","325.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392842","","","IND","","LICHTEN","RICHARD","","MR","","27111 REXFORD PL","","VALENCIA","CA","913542107","","","20140917","17.00","284.30","","SELF EMPLOYED","RETIRED - CONSULTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392845","","","IND","","HARTLING","LYLE","","MR","","2507 MAIN ST","","LOHMAN","MO","650539785","","","20140917","100.00","300.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392847","","","IND","","BERRYMAN","TOM","","MR","","17510 CAPISTRANO LN","","ORLAND PARK","IL","604678204","","","20140917","50.00","221.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392849","","","IND","","SPITZER","HARIET V","","MRS","","PO BOX 1307","","Wilson","WY","830141307","","","20140917","5000.00","5000.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392856","","","IND","","TILTON","MARK J","","MR","","9531 PALINI CT","","LAS VEGAS","NV","891236226","","","20140917","36.00","282.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392877","","","IND","","BAKER","GARY L","","MR","","14890 GARFIELD RD","","SALEM","OH","444609103","","","20140918","300.00","300.00","","NONE","FARMER - RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392903","","","IND","","HARRIS","LESTER L","","MR","","3523 W 800 S","","PONETO","IN","467819718","","","20140918","50.00","201.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392943","","","IND","","WOOD","GARY N","","MR","","46-227 KOAENA PL","","KANEOHE","HI","967444134","","","20140919","100.00","224.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392945","","","IND","","DUCUING","BERTRAND J","","MR","II","12 MARILYN AVE","","JEFFERSON","LA","701212608","","","20140919","25.00","326.95","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392952","","","IND","","LOECK","CRAIG A","","MR","","8309 WATER TOWER CT","","LINCOLN","NE","685163941","","","20140919","150.00","250.00","","WOODS BROTHERS REALTY","REAL ESTATE BROKER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392955","","","IND","","RILEY","DANIEL W","","MR","","33 GREENVALE RD","","CHERRY HILL","NJ","080341703","","","20140919","25.00","275.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392980","","","IND","","ROSENBERG","ROBERT","","MR","","29 MAIN ST","","TOMS RIVER","NJ","087537435","","","20140919","100.00","350.00","","RKCS&R","LAWYER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392981","","","IND","","DEUPREE","ROY","","MR","","2605 SE 19TH AVE","","AMARILLO","TX","791034107","","","20140919","100.00","400.00","","CITY OF AMARILLO","MECHANIC","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392985","","","IND","","PINGNO","WALTER","","MR","","PO BOX 146","","INDEPENDENCE","LA","704430146","","","20140919","75.00","363.00","","","RETIRED - EQUIPTMENT OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392987","","","IND","","VANDENAKKER","LAURA","","MRS","","462 PURGATORY RD","","Whitinsville","MA","015881617","","","20140919","100.00","300.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62392991","","","IND","","SALISBURY","ROBERT N","","MR","","1510 FRANZEL RD","","RED BLUFF","CA","960804147","","","20140922","25.00","257.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393013","","","IND","","CASSADY","JASEN","","","","8247 BELLA FAMIGLIA AVE","","LAS VEGAS","NV","891788249","","","20140922","100.00","800.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393015","","","IND","","JOHNSON","BEVERLY","","MS","","8610 NE HURLINGEN RD","","SAINT JOSEPH","MO","645078770","","","20140922","50.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393025","","","IND","","CAIN","JOHN","","MR","","221 DEER PARK DR","","NASHVILLE","TN","372053348","","","20140922","5000.00","5000.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393029","","","IND","","HARMS","GILBERT","","MR","","71235 565TH AVE","","FAIRBURY","NE","683525029","","","20140922","100.00","300.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393034","","","IND","","KEEN","ROBERT E","E","MR","","PO BOX 176","","CHASSELL","MI","499160176","","","20140923","40.00","215.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393042","","","IND","","SIMON","P J","","","","3163 HARRIS HWY","","WASHINGTON","WV","261818756","","","20140924","38.00","277.00","","SIMONS AUTO / SELF EMPLOYED","CERTIFIED AUTO TECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393045","","","IND","","FREEMAN","MARK H","H","MR","","1059 N NORTHLAKE WAY","","SEATTLE","WA","981038832","","","20140924","25.00","265.00","","FREMONT BOAT CO INC","PRESIDENT OWNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393046","","","IND","","JOHNSON","LEE H","H","MR","","5712 KENSINGTON RD","","NEW PORT RICHEY","FL","346524757","","","20140924","25.00","252.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393053","","","IND","","BURDETTE","HARRY M","","MR","","11802 WARNER RD","","KEYMAR","MD","217578116","","","20140924","24.00","202.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393058","","","IND","","FOSS","GREG","","","","6264 ELMWOOD AVE","","MIDDLETON","WI","535623320","","","20140924","100.00","265.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393059","","","IND","","BLATCHLEY","ROBERT M","","","","2104 GRAYSTONE CT","","FREDERICK","MD","217023111","","","20140924","25.00","222.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393102","","","IND","","BARTLETT","ROBERT G","G","MR","","1955 SLATESVILLE RD","","CHATHAM","VA","245313117","","","20140925","125.00","500.00","","","engineeer","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393106","","","IND","","PAGE","JAMES H","H","MAJ","","6042 SLEEPY HOLLOW RD","","ROME","NY","134400913","","","20140925","25.00","235.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393124","","","IND","","FIEDLER","CARL","","MR","","101 CHERRY RD","","IDABEL","OK","747457623","","","20140925","100.00","900.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393140","","","IND","","COLLINS","SAM","","MR","","746 PROSPECT RD","","PULASKI","TN","384786605","","","20140925","60.00","271.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393148","","","IND","","KAUFMAN","DAVID","","MR","","30 FLAG RD","","LITTLE ROCK","AR","722055056","","","20140926","50.00","400.00","","STATE OF ARKANSAS","ATTORNEY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393159","","","IND","","WINN","ROBERT","","MR","","3407 NE GARDEN AVE","","CORVALLIS","OR","973309648","","","20140926","24.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393183","","","IND","","DEITZ","DUWAYNE R","","MR","","4277 BOULDER RIDGE PT","","SAINT PAUL","MN","551221894","","","20140926","20.00","228.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393185","","","IND","","ISER","DARYL","","MR","","537 28 3/4 RD","","GRAND JUNCTION","CO","815017114","","","20140926","50.00","260.00","","GEOLOGIST","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393188","","","IND","","ADAMS","WENDELL","","MR","","180 TOMAHAWK DR","","SHARPSBURG","GA","302771779","","","20140926","100.00","250.00","","J. WENDELL ADAMS & ASSOCIATES","COMMERCIAL PHOTOGRAPHY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393196","","","IND","","WRAY","MICHAEL N","","MR","","10400 NW BLUM RD","","KANSAS CITY","MO","641522473","","","20140926","100.00","350.00","","RADSOURCE IMAGING TECHNOLOGIES","BROMER TECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393197","","","IND","","BASS","JERRY L","","MR","","5941 HIGHWAY 1043","","GREENSBURG","LA","704414706","","","20140926","25.00","257.00","","KANORADO CORP.","OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393208","","","IND","","DOUGLAS","MAX T","","MR","JR","6615 HOLLY LAKE CT","","LOUISVILLE","KY","402913078","","","20140926","100.00","625.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393212","","","IND","","COX","CHRIS W","","","","PO BOX 7045","","ALEXANDRIA","VA","223070045","","","20140926","200.00","1800.00","","NATIONAL RIFLE ASSOCIATION","EXECUTIVE DIRECTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393215","","","IND","","CROUCH","DONALD L","","MR","","2107 FORT HALIFAX ST","","HENDERSON","NV","890528551","","","20140902","150.00","400.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393226","","","IND","","ZIEGLER","ALLEN A","","MR","JR","1250 BELLWOOD CT","","OXFORD","MI","483716733","","","20140902","26.00","240.00","","","SOFTWARE ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393228","","","IND","","NACAMULI","DAVID","","MR","","4065 SWEET GUM LN","","LIVERPOOL","NY","130901108","","","20140902","30.00","358.00","","ENTERGY","ANALYST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393233","","","IND","","CURRAN","EDWARD","","MR","","17 ARBROTH ST","","DORCHESTER","MA","021222511","","","20140902","30.00","259.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393271","","","IND","","LANCASTER","HUGH K","","MR","","10598 KHOURY LEAGUE RD","","MARION","IL","629595944","","","20140902","30.00","359.00","","MARION V.A. MEDICAL CENTER","PHYSICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393275","","","IND","","PRUSS","DON S","","MR","","7210 MICHIGAN ISLE RD","","LAKE WORTH","FL","334677783","","","20140902","30.00","358.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393284","","","IND","","THINGSTAD","RICHARD A","","MR","","3604 CALDWELL DR","","BAKERSFIELD","CA","933096259","","","20140902","100.00","225.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393297","","","IND","","SCHMIDT","MICHAEL V","","MR","","5501 COQUITLAM DR","","BLAINE","WA","982309307","","","20140902","50.00","559.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393316","","","IND","","STETZ","GEORGE A","","MR","","9190 WINDMILL RD","","PASO ROBLES","CA","934469737","","","20140902","30.00","303.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393319","","","IND","","LAMBIE","JOYCE V","","MS","","4845 CONCORDE ST S","","BOYNE CITY","MI","497129240","","","20140902","50.00","478.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393322","","","IND","","WEAVER","JIM","","MR","","2700 STONE BARN TER","","LAWRENCE","KS","660472845","","","20140902","50.00","325.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393329","","","IND","","STEPHENS","GLENN","","","","404 ALHAMBRA RD","","VENICE","FL","342852601","","","20140902","100.00","500.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393341","","","IND","","SCHAAKE","LEE","","","","900 N 3RD ST E","","HASKELL","TX","795216120","","","20140902","50.00","259.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393344","","","IND","","STONE","WILLIAM G","","MR","","474 BEECHWOODS DR","","LEXINGTON","SC","290728867","","","20140902","30.00","232.00","","AT&T","RETIRED - ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393345","","","IND","","GREENHOUSE","CHARLES","","","","PO BOX 64","","WHITE LAKE","NY","127860064","","","20140902","30.00","258.00","","ELDRED CONTRAL SCHOOL","IND ARTS INSTRUCTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393347","","","IND","","GOLASKI","CONRAD","","MR","","22 WINTER ST","","HOLBROOK","MA","023431033","","","20140902","75.00","275.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393358","","","IND","","FAIRCHILD","KARL","","MR","","9207 GEYSER AVE","","NORTHRIDGE","CA","913243026","","","20140902","30.00","233.00","","NORTHROP GRUMMAN","AIARCRAFT MECHANIC","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393364","","","IND","","MCDONALD","ROBERT E","","MR","","10045 NAVAJO CREST DR","","RENO","NV","895064533","","","20140902","30.00","415.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393372","","","IND","","ZIMMERMAN","MICHAEL","","MR","","780 ELM ST","","SPRINGFIELD","NE","680595800","","","20140902","26.00","205.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393376","","","IND","","STANDER","ALAN","","MR","","50 S 900 W","","BLACKFOOT","ID","832216064","","","20140902","30.00","223.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393384","","","IND","","CRONNELLY","ROY","","MR","","PO BOX 349","","SOMERSET","CA","956840349","","","20140902","100.00","300.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393389","","","IND","","WILLIAMS","JACK C","","MR","","2651 BLAKESLEE BLVD","","MEDINA","OH","442566952","","","20140902","30.00","221.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393391","","","IND","","THILL","DUSTIN","","MR","","412 E 2ND AVE","","MITCHELL","SD","573013515","","","20140902","30.00","245.00","","GRAPHIC PACKAGING INTERNATIONA","MAINTENANCE TECHNICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393395","","","IND","","SKILLEN","RALPH G","","MR","","3900 COFFEE RD","","BAKERSFIELD","CA","933085049","","","20140902","100.00","650.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393417","","","IND","","RAUSCH","CHARLES A","","MR","","PO BOX 148","","WEBB CITY","MO","648700148","","","20140902","50.00","246.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393423","","","IND","","VEDDER","THOMAS","","MR","","64 KELLAR DR","","BERNHARDS BAY","NY","130283102","","","20140902","32.00","276.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393439","","","IND","","FAUST","JOSEPH E","","MR","","HC 61 BOX 160","","GLENWOOD","NM","880399704","","","20140902","100.00","212.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","62393449","","","IND","","SMIGIELSKI","RUDOLPH T","","MR","","918 COUNTY ROAD 325","","BUNNELL","FL","321106867","","","20140902","24.00","311.00","","STATE OF FLORIDA","RETIRED","","","","","","","","","","","","","","","","","","","",""
