"HDR","FEC","8.0","Vocus PAC Management","8.00.5825","FEC-840289","2",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","30G","G2012","20121206","","20121018","20121126","X","Adkins","Mary Rose","","","","20130329","6061543.43","455705.25","6517248.68","5143858.25","1373390.43","0.00","0.00","154731.18","300748.45","455479.63","0.00","0.00","455479.63","0.00","0.00","0.00","0.00","0.00","225.62","0.00","0.00","0.00","455705.25","455705.25","0.00","0.00","15847.12","15847.12","0.00","16500.00","5020329.88","0.00","0.00","0.00","200.00","0.00","0.00","200.00","90981.25","0.00","0.00","0.00","0.00","5143858.25","5143858.25","455479.63","200.00","455279.63","15847.12","0.00","15847.12","5232032.74","2012","9272260.07","14504292.81","13130902.38","1373390.43","1252944.65","8017088.63","9270033.28","0.00","0.00","9270033.28","0.00","0.00","0.00","0.00","1500.00","726.79","0.00","0.00","0.00","9272260.07","9272260.07","0.00","0.00","538581.83","538581.83","0.00","757500.00","11152136.01","0.00","0.00","0.00","1800.00","0.00","0.00","1800.00","680884.54","0.00","0.00","0.00","0.00","13130902.38","13130902.38","9270033.28","1800.00","9268233.28","538581.83","0.00","538581.83"
"SA11ai","C00053553","48916099","","","IND","","LAMBERT","JAMES B","","MR","","251 S GARFIELD RD","","LINWOOD","MI","486349724","","","20121019","100.00","665.00","","WOLVERINE FIREWORKS DISPLAY","PRESIDENT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916116","","","IND","","HUTSON","JAMES E","","MR","","215 BOGUE CHITTO RD SW","","BOGUE CHITTO","MS","396295155","","","20121029","100.00","600.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916118","","","IND","","HADWIGER","WILLIAM A","","MR","","PO BOX H","","ALVA","OK","737170403","","","20121019","150.00","400.00","","SELF EMPLOYED","FARMER / GEOLOGIST / ATTORNEY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916127","","","IND","","MOGLIA","JAMES J","","MR","","5934 159TH ST","","FLUSHING","NY","113651411","","","20121026","25.00","254.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916128","","","IND","","MOGLIA","JAMES J","","MR","","5934 159TH ST","","FLUSHING","NY","113651411","","","20121018","30.00","229.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916144","","","IND","","MIKESKA","JAMES L","","MR","","16211 DOWNEY AVE UNIT 66","","PARAMOUNT","CA","907235579","","","20121023","45.00","256.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916147","","","IND","","BOND","LARRY","","MR","","PO BOX 554","","DELTA JUNCTION","AK","997370554","","","20121019","100.00","216.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916166","","","IND","","STERNE","RICHARD G","","MR","JR","5301 E HYATT RD","","IJAMSVILLE","MD","217549501","","","20121024","45.00","245.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916167","","","IND","","BENNETT","RICHARD L","","MR","","3915 ROCKY MOUNTAIN DR","","BATON ROUGE","LA","708144724","","","20121022","100.00","382.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916168","","","IND","","BENNETT","RICHARD L","","MR","","3915 ROCKY MOUNTAIN DR","","BATON ROUGE","LA","708144724","","","20121022","50.00","432.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916189","","","IND","","WINGER","NORMAN","","MR","","12105 AMBASSADOR DR APT 322","","COLORADO SPRINGS","CO","809213627","","","20121019","50.00","233.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916195","","","IND","","TELEP","J A","","","","1859 MILTON DR","","CHEYENNE","WY","820011644","","","20121022","52.00","247.00","","US COAST GUARD","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916197","","","IND","","KOENIG","LAWRENCE C","","MR","","84 LENOX AVE","","HICKSVILLE","NY","118011322","","","20121019","20.00","227.50","","FEDERAL RESERVE BANK OF NY","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916199","","","IND","","CHRIST","C A","","","","1531 17TH AVE N","","TEXAS CITY","TX","775905337","","","20121019","75.00","221.00","","AMOCO OIL COMPANY","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916205","","","IND","","REAZER","GEORGE","","MR","","6122 N STATE ROUTE 48","","LEBANON","OH","450369481","","","20121018","75.00","210.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916208","","","IND","","BELLEW","T M","","","","13514 CHARTER CHURCH RD","","FESTUS","MO","630284954","","","20121022","100.00","252.00","","","RETIRED - ELEVATOR CONSTRUCTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916210","","","IND","","BARDO","DONALD E","","MR","","3143 COUCHTOWN RD","","LOYSVILLE","PA","170479676","","","20121018","30.00","325.00","","PA DEPT OF CORRECTIONS","CORRECTIONS OFFICER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916223","","","IND","","SHULUND","RAY","","MR","","9711 W EUCLID RD","","SPOKANE","WA","992249552","","","20121029","200.00","220.00","","SELF EMPLOYED","CLEANING COMPANY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916240","","","IND","","MICKLOS","JAMES P","","MR","","2105 COLUMBIA AVE","","WHITEHALL","PA","180524811","","","20121018","32.00","217.00","","BETHLEHEM STEEL CORP","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916245","","","IND","","HABEGGER","M W","","MR","","1758 17TH ST","","NICEVILLE","FL","325782960","","","20121024","32.00","238.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916248","","","IND","","HEROD","JAMES","","MR","","6406 MILITARY RD","","LAVACA","AR","729415714","","","20121024","75.00","562.00","","USA TRUCK, INC","COMPUTER OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916253","","","IND","","KRUEGER","KENNETH","","DR","","100 ZAMBRANO RD","","SAN ANTONIO","TX","782095457","","","20121023","1000.00","1250.00","","SELF EMPLOYED","DENTIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916275","","","IND","","MANLEY","GEORGE F","","MR","","3375 EAST D AVE","","KALAMAZOO","MI","490095601","","","20121022","32.00","340.00","","GENERAL MOTORS CO","RETIRED - SUPERVISOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916277","","","IND","","SKEBA","RICHARD J","","MR","","159 MILLS RD","","MONROE TOWNSHIP","NJ","088319013","","","20121019","56.00","232.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916290","","","IND","","TUCKER","STEVEN C","","MR","","11915 QUEEN ANNES CT","","LOUISVILLE","KY","402451842","","","20121019","40.00","347.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916291","","","IND","","BERKLEY","DAVID R","","MR","","2530 CP HOWARD DR","","SEVIERVILLE","TN","378766436","","","20121018","32.00","212.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916294","","","IND","","SHIELD","ROBERT W","","COL","JR","1223 CHOPIN DR","","BOSSIER CITY","LA","711124581","","","20121020","50.00","349.00","","","Ret USAF Officer & Ret Teacher","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916298","","","IND","","EMRICH","JOHN R","","MR","","3025 VIA ESPERANZA","","EDMOND","OK","730138890","","","20121023","100.00","241.00","","REROOF AMERICA MANAGEMENT CORP","PRESIDENT / OWNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916300","","","IND","","GIRSBERGER","BRIAN","","MR","","750 SE 141ST AVE","","PORTLAND","OR","972332210","","","20121022","25.00","234.00","","WORLEY PARSONS","SENIOR DESIGNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916301","","","IND","","HICKS","WILLIAM R","","MR","","80 N 4TH AVE","","COAL CITY","IL","604161327","","","20121019","45.00","452.00","","US MARINE CORP","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916303","","","IND","","HERZIG","ELDRIDGE","","MR","","8 SPYGLASS CIR","","GROTON","CT","063406203","","","20121019","35.00","330.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916304","","","IND","","FONTES","MICHAEL F","","MR","","PO BOX 396","","WEST TISBURY","MA","025750396","","","20121023","75.00","317.00","","BOYD SMITH INC","SECURITY OFFICER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916308","","","IND","","BUFFINGTON","ALFRED B","","DR","","1313 W 2ND ST","","COFFEYVILLE","KS","673373212","","","20121019","45.00","243.00","","","RETIRED - EDUCATION","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916319","","","IND","","BISHOP","WARREN","","MR","","16451 ROUTE 119 HWY NORTH","","ROCHESTER MILLS","PA","157717139","","","20121019","50.00","700.00","","DEFENDERS OF INDIANA MALL","SECURITY GUARD","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916325","","","IND","","LOVELAND","RADON B","","MR","","PO BOX 298","","MESILLA","NM","880460298","","","20121024","500.00","500.00","","","RETIRED - PHYSICIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916327","","","IND","","MINER","EVAN","","MR","","PO BOX 88","","MILTON","VT","054680088","","","20121023","45.00","313.00","","SELF EMPLOYED","SCALE SALES & SERV","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916333","","","IND","","METZLER","MARK W","","MR","","50 DELBURNE DR","","DAVIS","IL","610199540","","","20121029","100.00","405.00","","","INVENTOR / PATENT HOLDER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916338","","","IND","","FROMBERG","SID","","","","8533 W AVENUE J","","LANCASTER","CA","935367700","","","20121018","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916340","","","IND","","PETROVIAK","RANDAL","","MR","","2116 W ASPEN COVE DR","","MERIDIAN","ID","836426559","","","20121024","32.00","207.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916345","","","IND","","STETSON","BRIAN P","","MR","","13373 WENDY DR","","MADISON","AL","357576529","","","20121018","50.00","300.00","","BELL SOUTH","Operations Instructor","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916347","","","IND","","ELLIOTT","KENNETH S","","MR","","PO BOX 687","","MERKEL","TX","795360687","","","20121022","32.00","223.00","","SELF","H.V.A.C.R. CONTRACTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916359","","","IND","","MCGRATH","JOHN E","","MR","","1311 EDGEORGE ST","","WATERFORD","MI","483272014","","","20121019","32.00","220.00","","51ST DIST COURT MAGISTRATE","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916393","","","IND","","CUNNIFF","DANA E","","MR","","2135 DEER RUN","","DELAVAN","WI","531153940","","","20121029","20.00","234.00","","OCEAN SPRAY CRANBERRIES, INC","MANAGER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916394","","","IND","","CUNNIFF","DANA E","","MR","","2135 DEER RUN","","DELAVAN","WI","531153940","","","20121018","24.00","214.00","","OCEAN SPRAY CRANBERRIES, INC","MANAGER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916400","","","IND","","ROSS","CHAMNIEN","","","","134 ROSEDALE DR","","DELTONA","FL","327382212","","","20121026","32.00","228.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916402","","","IND","","HILBERT","AUSTIN H","","MR","","209 BOIS D ARC","","BORGER","TX","790077501","","","20121019","75.00","310.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916403","","","IND","","STANICH","FRANK S","","MR","","PO BOX 348","","IRON RIVER","MI","499350348","","","20121023","100.00","243.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916407","","","IND","","JOCHIM","KEN J","","MR","","3865 NORWOOD CT","","BOULDER","CO","803041345","","","20121022","50.00","250.00","","ISOTEC SECURITY","ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916415","","","IND","","HUNT","MARCUS","","MR","","3951 SCOTT ST","","AUGUSTA","GA","309099592","","","20121026","20.00","320.00","","UNEMPLOYED","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916421","","","IND","","GAULDING","DAVID L","","MR","","32842 E 61ST ST S","","BROKEN ARROW","OK","740148432","","","20121018","50.00","255.00","","HILTI INC","MAINTENANCE MECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916444","","","IND","","STEPHENS","STEVE A","","MR","","18539 S STATE HIGHWAY 55","","BARKSDALE","TX","788283316","","","20121023","120.00","420.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916449","","","IND","","HOLLISTER","ROBERT","","MR","","18433 TOWNSHIP ROAD 70","","ARLINGTON","OH","458149737","","","20121018","75.00","228.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916460","","","IND","","CARPENTER","JAY F","","","","4990 W COMMANDER DR","","WINNEMUCCA","NV","894459256","","","20121023","32.00","221.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916467","","","IND","","GERBERG","JOSEPH N","","MR","","PO BOX 8","","NACHES","WA","989370008","","","20121029","63.00","517.00","","LOCKHEED-MARTIN","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916468","","","IND","","GERBERG","JOSEPH N","","MR","","PO BOX 8","","NACHES","WA","989370008","","","20121023","80.00","454.00","","LOCKHEED-MARTIN","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916470","","","IND","","BODKIN","JAMES S","","MR","","2 HOLLY CIR","","EAST FREETOWN","MA","027171811","","","20121024","50.00","306.00","","","CONSULTANT / HUMAN RESOURCES DIRECTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916475","","","IND","","RANDALL","DONEL","","MR","","359 VALLEY PARK DR","","GARLAND","TX","750432956","","","20121022","32.00","285.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916478","","","IND","","SPERRY","JOHN W","","MR","","801 OLD CORVALLIS RD","","CORVALLIS","MT","598289206","","","20121019","32.00","294.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916491","","","IND","","WOODS","JOE R","","MR","","553 MEADOW DR","","DIBERVILLE","MS","395403722","","","20121020","20.00","390.00","","US AIR FORCE","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916492","","","IND","","LARSEN","GEORGE","","MR","JR","1961 W 4900 S","","ROY","UT","840672517","","","20121023","32.00","286.50","","","RETAIL","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916496","","","IND","","FRANDRUP","WILLIAM C","","MR","","5916 COUNTRY TRL","","BROWNS VALLEY","CA","959189728","","","20121022","45.00","253.00","","YUBA COMMUNITY COLLEGE","RETIRED - NETWORK SPECIALIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916536","","","IND","","MUNSCH","HARVEY E","","MR","","1215 RITA CIR","","SAN ANGELO","TX","769054201","","","20121019","100.00","723.00","","TRACOR INC","ELECT ENGR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916539","","","IND","","DELFAVERO","RICH","","MR","","868 MYRTLE AVE","","ALBANY","NY","122082608","","","20121026","20.00","220.00","","DEVERSIFIED AUTOMOTIVE","CAR HAULER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916540","","","IND","","DELFAVERO","RICH","","MR","","868 MYRTLE AVE","","ALBANY","NY","122082608","","","20121029","20.00","240.00","","DEVERSIFIED AUTOMOTIVE","CAR HAULER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916544","","","IND","","GENIER","PHILLIP L","","MR","","306 WESTAGE AT THE HBR","","ROCHESTER","NY","146171002","","","20121019","45.00","549.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916545","","","IND","","BUTLER","EDGAR G","","MR","III","3856 HIGHWAY 309 S","","BYHALIA","MS","386118679","","","20121031","100.00","400.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916546","","","IND","","WENTZ","HARRY D","","MR","","6710 CARROLL HIGHLANDS RD","","SYKESVILLE","MD","217846312","","","20121019","100.00","630.00","","HOME DEPOT","ASSOCIATE","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916552","","","IND","","FLINCHUM","STEVE C","","MR","SR","PO BOX 121","","ANNVILLE","KY","404020121","","","20121019","50.00","349.00","","SELF EMPLOYED","ELECTRONICS TECHNICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916557","","","IND","","MOREY","TERENCE W","","MR","","2797 HALIFAX CT","","COLUMBUS","OH","432325334","","","20121031","100.00","235.00","","BOB DANIELS BUICK - GMC","PANEL BEATER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916560","","","IND","","PARKER","JON W","","MR","","2314 E ROMA AVE","","PHOENIX","AZ","850165530","","","20121026","38.00","436.50","","HONEYWELL SYSTEMS","ELECTRONICS TECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916561","","","IND","","PARKER","JON W","","MR","","2314 E ROMA AVE","","PHOENIX","AZ","850165530","","","20121026","32.00","468.50","","HONEYWELL SYSTEMS","ELECTRONICS TECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916564","","","IND","","HAMMEL","WESTON N","","MR","","10052 STATE ROUTE 503 N","","LEWISBURG","OH","453389713","","","20121022","100.00","350.00","","","UNEMPLOYED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916566","","","IND","","KLOETZLI","ERNIE","","MR","","PO BOX 19869","","PORTLAND","OR","972800869","","","20121024","50.00","500.00","","J. WALTER THOMPSON","ADVERTISING EXEC","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916571","","","IND","","BITNER","BILLY","","MR","","1404 ELIZABETH AVE","","ROSENBERG","TX","774715808","","","20121019","100.00","245.00","","","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","48916573","","","IND","","KUHN","L","","","","4651 HICKORY TREE RD","","SAINT CLOUD","FL","347729003","","","20121023","32.00","295.00","","EMBARQ","SERVICE TECHNICIAN","","","","","","","","","","","","","","","","","","","",""
